pmcid	doi	abstractText	pubYear	title	pmid	secondary_symbol	primary_symbol	type
PMC2722962	10.1038/onc.2009.34	Co-amplification at chromosomes 8p11-8p12 and 11q12-11q14 occurs often in breast tumors, suggesting possible cooperation between genes in these regions in oncogenesis. We used high-resolution array comparative genomic hybridization (array CGH) to map the minimal amplified regions. The 8p and 11q amplicons are complex and consist of at least four amplicon cores at each site. Candidate oncogenes mapping to these regions were identified by combining copy number and RNA and protein expression analyses. These studies also suggested that CCND1 at 11q13 induced expression of ZNF703 mapping at 8p12, which was subsequently shown to be mediated by the Rb/E2F pathway. Nine candidate oncogenes from 8p12 and four from 11q13 were further evaluated for oncogenic function. None of the genes individually promoted colony formation in soft agar or collaborated with each other functionally. On the other hand, FGFR1 and DDHD2 at 8p12 cooperated functionally with MYC, whereas CCND1 and ZNF703 cooperated with a dominant negative form of TP53. These observations highlight the complexity and functional consequences of the genomic rearrangements that occur in these breast cancer amplicons, including transcriptional cross-talk between genes in the 8p and 11q amplicons, as well as their cooperation with major pathways of tumorigenesis.	2009	Co-amplified genes at 8p12 and 11q13 in breast tumors cooperate with two major pathways in oncogenesis.	19330026	C11orf67	AAMDC	secondary_symbol
PMC3098195	10.1371/journal.pcbi.1001138	Gene fusions created by somatic genomic rearrangements are known to play an important role in the onset and development of some cancers, such as lymphomas and sarcomas. RNA-Seq (whole transcriptome shotgun sequencing) is proving to be a useful tool for the discovery of novel gene fusions in cancer transcriptomes. However, algorithmic methods for the discovery of gene fusions using RNA-Seq data remain underdeveloped. We have developed deFuse, a novel computational method for fusion discovery in tumor RNA-Seq data. Unlike existing methods that use only unique best-hit alignments and consider only fusion boundaries at the ends of known exons, deFuse considers all alignments and all possible locations for fusion boundaries. As a result, deFuse is able to identify fusion sequences with demonstrably better sensitivity than previous approaches. To increase the specificity of our approach, we curated a list of 60 true positive and 61 true negative fusion sequences (as confirmed by RT-PCR), and have trained an adaboost classifier on 11 novel features of the sequence data. The resulting classifier has an estimated value of 0.91 for the area under the ROC curve. We have used deFuse to discover gene fusions in 40 ovarian tumor samples, one ovarian cancer cell line, and three sarcoma samples. We report herein the first gene fusions discovered in ovarian cancer. We conclude that gene fusions are not infrequent events in ovarian cancer and that these events have the potential to substantially alter the expression patterns of the genes involved; gene fusions should therefore be considered in efforts to comprehensively characterize the mutational profiles of ovarian cancer transcriptomes.	2011	deFuse: an algorithm for gene fusion discovery in tumor RNA-Seq data.	21625565	C11orf67	AAMDC	secondary_symbol
PMC3176258	10.1186/1471-2164-12-399	<h4>Background</h4>Allergic contact dermatitis is an inflammatory skin disease that affects a significant proportion of the population. This disease is caused by an adverse immune response towards chemical haptens, and leads to a substantial economic burden for society. Current test of sensitizing chemicals rely on animal experimentation. New legislations on the registration and use of chemicals within pharmaceutical and cosmetic industries have stimulated significant research efforts to develop alternative, human cell-based assays for the prediction of sensitization. The aim is to replace animal experiments with in vitro tests displaying a higher predictive power.<h4>Results</h4>We have developed a novel cell-based assay for the prediction of sensitizing chemicals. By analyzing the transcriptome of the human cell line MUTZ-3 after 24 h stimulation, using 20 different sensitizing chemicals, 20 non-sensitizing chemicals and vehicle controls, we have identified a biomarker signature of 200 genes with potent discriminatory ability. Using a Support Vector Machine for supervised classification, the prediction performance of the assay revealed an area under the ROC curve of 0.98. In addition, categorizing the chemicals according to the LLNA assay, this gene signature could also predict sensitizing potency. The identified markers are involved in biological pathways with immunological relevant functions, which can shed light on the process of human sensitization.<h4>Conclusions</h4>A gene signature predicting sensitization, using a human cell line in vitro, has been identified. This simple and robust cell-based assay has the potential to completely replace or drastically reduce the utilization of test systems based on experimental animals. Being based on human biology, the assay is proposed to be more accurate for predicting sensitization in humans, than the traditional animal-based tests.	2011	A genomic biomarker signature can predict skin sensitizers using a cell-based in vitro alternative to animal tests.	21824406	C11orf67	AAMDC	secondary_symbol
PMC3814290	10.1186/1741-7007-10-90	<h4>Background</h4>This work describes the first genome-wide analysis of the transcriptional landscape of the pig. A new porcine Affymetrix expression array was designed in order to provide comprehensive coverage of the known pig transcriptome. The new array was used to generate a genome-wide expression atlas of pig tissues derived from 62 tissue/cell types. These data were subjected to network correlation analysis and clustering.<h4>Results</h4>The analysis presented here provides a detailed functional clustering of the pig transcriptome where transcripts are grouped according to their expression pattern, so one can infer the function of an uncharacterized gene from the company it keeps and the locations in which it is expressed. We describe the overall transcriptional signatures present in the tissue atlas, where possible assigning those signatures to specific cell populations or pathways. In particular, we discuss the expression signatures associated with the gastrointestinal tract, an organ that was sampled at 15 sites along its length and whose biology in the pig is similar to human. We identify sets of genes that define specialized cellular compartments and region-specific digestive functions. Finally, we performed a network analysis of the transcription factors expressed in the gastrointestinal tract and demonstrate how they sub-divide into functional groups that may control cellular gastrointestinal development.<h4>Conclusions</h4>As an important livestock animal with a physiology that is more similar than mouse to man, we provide a major new resource for understanding gene expression with respect to the known physiology of mammalian tissues and cells. The data and analyses are available on the websites http://biogps.org and http://www.macrophages.com/pig-atlas.	2012	A gene expression atlas of the domestic pig.	23153189	C11orf67	AAMDC	secondary_symbol
PMC9629490	10.1107/s2059798322009755	Small nuclear ribonucleoprotein complexes (snRNPs) represent the main subunits of the spliceosome. While the assembly of the snRNP core particles has been well characterized, comparably little is known of the incorporation of snRNP-specific proteins and the mechanisms of snRNP recycling. U5 snRNP assembly in yeast requires binding of the the Aar2 protein to Prp8p as a placeholder to preclude premature assembly of the SNRNP200 helicase, but the role of the human AAR2 homolog has not yet been investigated in detail. Here, a crystal structure of human AAR2 in complex with the RNase H-like domain of the U5-specific PRPF8 (PRP8F RH) is reported, revealing a significantly different interaction between the two proteins compared with that in yeast. Based on the structure of the AAR2-PRPF8 RH complex, the importance of the interacting regions and residues was probed and AAR2 variants were designed that failed to stably bind PRPF8 in vitro. Protein-interaction studies of AAR2 with U5 proteins using size-exclusion chromatography reveal similarities and marked differences in the interaction patterns compared with yeast Aar2p and imply phosphorylation-dependent regulation of AAR2 reminiscent of that in yeast. It is found that in vitro AAR2 seems to lock PRPF8 RH in a conformation that is only compatible with the first transesterification step of the splicing reaction and blocks a conformational switch to the step 2-like, Mg<sup>2+</sup>-coordinated conformation that is likely during U5 snRNP biogenesis. These findings extend the picture of AAR2 PRP8 interaction from yeast to humans and indicate a function for AAR2 in the spliceosomal assembly process beyond its role as an SNRNP200 placeholder in yeast.	2022	Structural and functional investigation of the human snRNP assembly factor AAR2 in complex with the RNase H-like domain of PRPF8.	36322420	C20orf4	AAR2	secondary_symbol
PMC4631593	10.1107/s2053230x15019202	In eukaryotes, the removal of nuclear noncoding sequences (pre-mRNA splicing) is catalyzed by the spliceosome, which consists of five ribonucleoprotein particles (U1, U2, U4, U5 and U6 snRNPs, each with a respective snRNA) and a plethora of protein factors that aid spliceosomal maturation, assembly, activation and disassembly. Recently, the U5 snRNP maturation factor Aar2p from baker's yeast has been characterized structurally and biochemically. Aar2p binds to the RNaseH (RH) and Jab1/MPN domains of the highly conserved U5-specific Prp8p, which forms a framework for the spliceosomal catalytic centre. Thereby, Aar2p sterically excludes Brr2p, a helicase essential for the catalytic activation of the spliceosome, from Prp8p binding. At the same time, Aar2p blocks U4/U6 di-snRNA binding to Prp8p. Aar2p therefore prevents premature spliceosome activation and its functions are regulated by reversible phosphorylation. To date, little is known about the hypothetical human Aar2 (hsAar2) orthologue C20ORF4. This study identifies C20ORF4 (i) as part of the HeLa proteome by Western blotting and (ii) as a true Aar2 orthologue which binds to the RH domain (hsRH) of Prp8 and corroborates an evolutionary link between yeast and human Aar2 function. An elaborate strategy was devised to crystallize hsAar2 in complex with hsRH. The analysis of initial weakly diffracting crystals obtained by in situ proteolysis and homology modelling guided the design of an hsAar2 construct in which an internal loop was replaced by three serines (hsAar2(Δloop)). A complex of hsAar2(Δloop) and hsRH crystallized in space group C2; the crystals diffracted to 2.35 Å resolution and were suitable for structure determination by molecular-replacement approaches. The study presented here suggests a connection between Aar2 and the spliceosome in human cells and paves the way for structural studies of human Aar2.	2015	Crystallization and biochemical characterization of the human spliceosomal Aar2-Prp8(RNaseH) complex.	26527271	C20orf4	AAR2	secondary_symbol
PMC8223470	10.1016/j.cub.2021.05.067	The current severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pandemic has emphasized the vulnerability of human populations to novel viral pressures, despite the vast array of epidemiological and biomedical tools now available. Notably, modern human genomes contain evolutionary information tracing back tens of thousands of years, which may help identify the viruses that have impacted our ancestors-pointing to which viruses have future pandemic potential. Here, we apply evolutionary analyses to human genomic datasets to recover selection events involving tens of human genes that interact with coronaviruses, including SARS-CoV-2, that likely started more than 20,000 years ago. These adaptive events were limited to the population ancestral to East Asian populations. Multiple lines of functional evidence support an ancient viral selective pressure, and East Asia is the geographical origin of several modern coronavirus epidemics. An arms race with an ancient coronavirus, or with a different virus that happened to use similar interactions as coronaviruses with human hosts, may thus have taken place in ancestral East Asian populations. By learning more about our ancient viral foes, our study highlights the promise of evolutionary information to better predict the pandemics of the future. Importantly, adaptation to ancient viral epidemics in specific human populations does not necessarily imply any difference in genetic susceptibility between different human populations, and the current evidence points toward an overwhelming impact of socioeconomic factors in the case of coronavirus disease 2019 (COVID-19).	2021	An ancient viral epidemic involving host coronavirus interacting genes more than 20,000 years ago in East Asia.	34171302	C20orf4	AAR2	secondary_symbol
PMC5667988	10.18632/oncotarget.20204	The Long arm of chromosome 20 (20q) is closely related to the development of colorectal cancer, so identifying the expression profile of genes on 20q through a comprehensive overview is indispensable. In this article, preliminar experimental data, several available databases and bioinformatics tools such as the Cancer Genome Atlas, the Encyclopedia of DNA Elements, the JASPAR database and starBase were combined to analyze the correlation between genes and chromosomal aberrations, microRNA and transcription factors, as well as to explore the expression feature and potential regulative mechanism. The results showed that the most frequently unregulated genes in colorectal cancer arelocated on chromosome 20q, present a significant CNA-mRNA correlation.Furthermore, the genes with mRNA overexpression showed co-expression features and tended to be clustered within the same genomic neighborhoods. Then, several genes were selected to carry out further analysis and demonstrated that shared transcription factors, a conserved bidirectional promoter, and competition for a limited pool of microRNAin the 3'UTR of mRNA may be the underlying mechanisms behind the co-expression of physically adjacent genes.Finally, the databases, Lentivirus shRNA, and qPCR were used to find that these adjacent genes with co-expression cooperatively participated in the same biological pathways associated with the pathogenesis and development of colorectal cancer.	2017	Comprehensive bioinformatics analysis of the characterization and determination underlying mechanisms of over-expression and co-expression of genes residing on 20q in colorectal cancer.	29108255	C20orf4	AAR2	secondary_symbol
PMC7481981	10.29399/npa.24890	<h4>Introduction</h4>Aneuploids, copy number variations (CNVs), and single nucleotide variants in specific genes are the main genetic causes of developmental delay (DD) and intellectual disability disorder (IDD). These genetic changes can be detected using chromosome analysis, chromosomal microarray (CMA), and next-generation DNA sequencing techniques. Therefore; In this study, we aimed to investigate the importance of CMA in determining the genomic etiology of unexplained DD and IDD in 123 patients.<h4>Method</h4>For 123 patients, chromosome analysis, DNA fragment analysis and microarray were performed. Conventional G-band karyotype analysis from peripheral blood was performed as part of the initial screening tests. FMR1 gene CGG repeat number and methylation analysis were carried out to exclude fragile X syndrome.<h4>Results</h4>CMA analysis was performed in 123 unexplained IDD/DD patients with normal karyotypes and fragile X screening, which were evaluated by conventional cytogenetics. Forty-four CNVs were detected in 39 (39/123=31.7%) patients. Twelve CNV variant of unknown significance (VUS) (9.75%) patients and 7 CNV benign (5.69%) patients were reported. In 6 patients, one or more pathogenic CNVs were determined. Therefore, the diagnostic efficiency of CMA was found to be 31.7% (39/123).<h4>Conclusion</h4>Today, genetic analysis is still not part of the routine in the evaluation of IDD patients who present to psychiatry clinics. A genetic diagnosis from CMA can eliminate genetic question marks and thus alter the clinical management of patients. Approximately one-third of the positive CMA findings are clinically intervenable. However, the emergence of CNVs as important risk factors for multiple disorders increases the need for individuals with comorbid neurodevelopmental conditions to be the priority where the CMA test is recommended.	2020	Chromosomal Microarray Analysis in Turkish Patients with Unexplained Developmental Delay and Intellectual Developmental Disorders.	32952419	C20orf4	AAR2	secondary_symbol
PMC2946954	10.1371/journal.pbio.1000495	Because most extant viruses mutate rapidly and lack a true fossil record, their deep evolution and long-term substitution rates remain poorly understood. In addition to retroviruses, which rely on chromosomal integration for their replication, many other viruses replicate in the nucleus of their host's cells and are therefore prone to endogenization, a process that involves integration of viral DNA into the host's germline genome followed by long-term vertical inheritance. Such endogenous viruses are highly valuable as they provide a molecular fossil record of past viral invasions, which may be used to decipher the origins and long-term evolutionary characteristics of modern pathogenic viruses. Hepadnaviruses (Hepadnaviridae) are a family of small, partially double-stranded DNA viruses that include hepatitis B viruses. Here we report the discovery of endogenous hepadnaviruses in the genome of the zebra finch. We used a combination of cross-species analysis of orthologous insertions, molecular dating, and phylogenetic analyses to demonstrate that hepadnaviruses infiltrated repeatedly the germline genome of passerine birds. We provide evidence that some of the avian hepadnavirus integration events are at least 19 My old, which reveals a much deeper ancestry of Hepadnaviridae than could be inferred based on the coalescence times of modern hepadnaviruses. Furthermore, the remarkable sequence similarity between endogenous and extant avian hepadnaviruses (up to 75% identity) suggests that long-term substitution rates for these viruses are on the order of 10(-8) substitutions per site per year, which is a 1,000-fold slower than short-term rates estimated based on the sequences of circulating hepadnaviruses. Together, these results imply a drastic shift in our understanding of the time scale of hepadnavirus evolution, and suggest that the rapid evolutionary dynamics characterizing modern avian hepadnaviruses do not reflect their mode of evolution on a deep time scale.	2010	Genomic fossils calibrate the long-term evolution of hepadnaviruses. 	20927357	C20orf4	AAR2	secondary_symbol
PMC3635907	10.1186/1750-1172-8-33	<h4>Background</h4>The biology of small cell ovarian carcinoma of the hypercalcemic type (SCCOHT), which is a rare and aggressive form of ovarian cancer, is poorly understood. Tumourigenicity, in vitro growth characteristics, genetic and genomic anomalies, and sensitivity to standard and novel chemotherapeutic treatments were investigated in the unique SCCOHT cell line, BIN-67, to provide further insight in the biology of this rare type of ovarian cancer.<h4>Method</h4>The tumourigenic potential of BIN-67 cells was determined and the tumours formed in a xenograft model was compared to human SCCOHT. DNA sequencing, spectral karyotyping and high density SNP array analysis was performed. The sensitivity of the BIN-67 cells to standard chemotherapeutic agents and to vesicular stomatitis virus (VSV) and the JX-594 vaccinia virus was tested.<h4>Results</h4>BIN-67 cells were capable of forming spheroids in hanging drop cultures. When xenografted into immunodeficient mice, BIN-67 cells developed into tumours that reflected the hypercalcemia and histology of human SCCOHT, notably intense expression of WT-1 and vimentin, and lack of expression of inhibin. Somatic mutations in TP53 and the most common activating mutations in KRAS and BRAF were not found in BIN-67 cells by DNA sequencing. Spectral karyotyping revealed a largely normal diploid karyotype (in greater than 95% of cells) with a visibly shorter chromosome 20 contig. High density SNP array analysis also revealed few genomic anomalies in BIN-67 cells, which included loss of heterozygosity of an estimated 16.7 Mb interval on chromosome 20. SNP array analyses of four SCCOHT samples also indicated a low frequency of genomic anomalies in the majority of cases. Although resistant to platinum chemotherapeutic drugs, BIN-67 cell viability in vitro was reduced by > 75% after infection with oncolytic viruses.<h4>Conclusions</h4>These results show that SCCOHT differs from high-grade serous carcinomas by exhibiting few chromosomal anomalies and lacking TP53 mutations. Although BIN-67 cells are resistant to standard chemotherapeutic agents, their sensitivity to oncolytic viruses suggests that their therapeutic use in SCCOHT should be considered.	2013	Small cell ovarian carcinoma: genomic stability and responsiveness to therapeutics.	23433318	C20orf4	AAR2	secondary_symbol
PMC3658899	10.1186/1471-2350-14-50	<h4>Background</h4>The association of balanced rearrangements with breakpoints near SOX9 [SRY (sex determining region Y)-box 9] with skeletal abnormalities has been ascribed to the presumptive altering of SOX9 expression by the direct disruption of regulatory elements, their separation from SOX9 or the effect of juxtaposed sequences.<h4>Case presentation</h4>We report on two sporadic apparently balanced translocations, t(7;17)(p13;q24) and t(17;20)(q24.3;q11.2), whose carriers have skeletal abnormalities that led to the diagnosis of acampomelic campomelic dysplasia (ACD; MIM 114290). No pathogenic chromosomal imbalances were detected by a-CGH. The chromosome 17 breakpoints were mapped, respectively, 917-855 kb and 601-585 kb upstream of the SOX9 gene. A distal cluster of balanced rearrangements breakpoints on chromosome 17 associated with SOX9-related skeletal disorders has been mapped to a segment 932-789 kb upstream of SOX9. In this cluster, the breakpoint of the herein described t(17;20) is the most telomeric to SOX9, thus allowing the redefining of the telomeric boundary of the distal breakpoint cluster region related to skeletal disorders to 601-585 kb upstream of SOX9. Although both patients have skeletal abnormalities, the t(7;17) carrier presents with relatively mild clinical features, whereas the t(17;20) was detected in a boy with severe broncheomalacia, depending on mechanical ventilation. Balanced and unbalanced rearrangements associated with disorders of sex determination led to the mapping of a regulatory region of SOX9 function on testicular differentiation to a 517-595 kb interval upstream of SOX9, in addition to TESCO (Testis-specific enhancer of SOX9 core). As the carrier of t(17;20) has an XY sex-chromosome constitution and normal male development for his age, the segment of chromosome 17 distal to the translocation breakpoint should contain the regulatory elements for normal testis development.<h4>Conclusions</h4>These two novel translocations illustrate the clinical variability in carriers of balanced translocations with breakpoints near SOX9. The translocation t(17;20) breakpoint provides further evidence for an additional testis-specific SOX9 enhancer 517 to 595 kb upstream of the SOX9 gene.	2013	The clinical impact of chromosomal rearrangements with breakpoints upstream of the SOX9 gene: two novel de novo balanced translocations associated with acampomelic campomelic dysplasia.	23648064	C20orf4	AAR2	secondary_symbol
PMC5793193	10.3390/genes9010042	Copy number variations (CNVs), which cover many functional genes, are associated with complex diseases, phenotypic diversity and traits that are economically important to raising chickens. The sex-determining region Y-box 6 (Sox6) plays a key role in fast-twitch muscle fiber differentiation of zebrafish and mice, but it is still unknown whether SOX6 plays a role in chicken skeletal muscle development. We identified two copy number polymorphisms (CNPs) which were significantly related to different traits on the genome level in chickens by AccuCopy® and CNVplex® analyses. Notably, five white recessive rock (CN = 1, CN = 3) variant individuals and two Xinghua (CN = 3) variant individuals contain a CNP13 (chromosome5: 10,500,294-10,675,531) which overlaps with SOX6. There is a disordered region in SOX6 proteins 265-579 aa coded by a partial CNV overlapping region. A quantitative real-time polymerase chain reaction showed that the expression level of SOX6 mRNA was positively associated with CNV and highly expressed during the skeletal muscle cell differentiation in chickens. After the knockdown of the SOX6, the expression levels of IGFIR1, MYF6, SOX9, SHOX and CCND1 were significantly down-regulated. All of them directly linked to muscle development. These results suggest that the number of CNVs in the CNP13 is positively associated with the expression level of SOX6, which promotes the proliferation and differentiation of skeletal muscle cells by up-regulating the expression levels of the muscle-growth-related genes in chickens as in other animal species.	2018	Copy Number Variation in SOX6 Contributes to Chicken Muscle Development. 	29342086	C20orf4	AAR2	secondary_symbol
PMC5461031	10.1083/jcb.201701165	Splicing is catalyzed by the spliceosome, a complex of five major small nuclear ribonucleoprotein particles (snRNPs). The pre-mRNA splicing factor PRPF8 is a crucial component of the U5 snRNP, and together with EFTUD2 and SNRNP200, it forms a central module of the spliceosome. Using quantitative proteomics, we identified assembly intermediates containing PRPF8, EFTUD2, and SNRNP200 in association with the HSP90/R2TP complex, its ZNHIT2 cofactor, and additional proteins. HSP90 and R2TP bind unassembled U5 proteins in the cytoplasm, stabilize them, and promote the formation of the U5 snRNP. We further found that PRPF8 mutants causing Retinitis pigmentosa assemble less efficiently with the U5 snRNP and bind more strongly to R2TP, with one mutant retained in the cytoplasm in an R2TP-dependent manner. We propose that the HSP90/R2TP chaperone system promotes the assembly of a key module of U5 snRNP while assuring the quality control of PRPF8. The proteomics data further reveal new interactions between R2TP and the tuberous sclerosis complex (TSC), pointing to a potential link between growth signals and the assembly of key cellular machines.	2017	Assembly of the U5 snRNP component PRPF8 is controlled by the HSP90/R2TP chaperones.	28515276	C20orf4	AAR2	secondary_symbol
PMC4277924	10.1016/j.tpb.2014.11.001	Recent positive selection can increase the frequency of an advantageous mutant rapidly enough that a relatively long ancestral haplotype will be remained intact around it. We present a hidden Markov model (HMM) to identify such haplotype structures. With HMM identified haplotype structures, a population genetic model for the extent of ancestral haplotypes is then adopted for parameter inference of the selection intensity and the allele age. Simulations show that this method can detect selection under a wide range of conditions and has higher power than the existing frequency spectrum-based method. In addition, it provides good estimate of the selection coefficients and allele ages for strong selection. The method analyzes large data sets in a reasonable amount of running time. This method is applied to HapMap III data for a genome scan, and identifies a list of candidate regions putatively under recent positive selection. It is also applied to several genes known to be under recent positive selection, including the LCT, KITLG and TYRP1 genes in Northern Europeans, and OCA2 in East Asians, to estimate their allele ages and selection coefficients.	2015	A hidden Markov model for investigating recent positive selection through haplotype structure.	25446961	C20orf4	AAR2	secondary_symbol
PMC3412124	10.1016/j.margen.2010.12.004	Uncharacterized open reading frames (ORFs) in human genomic sequence often show a high degree of evolutionary conservation, yet have little or no tissue EST or protein data suggestive of protein product function. The encoded proteins may have highly restricted expression in specialized cells, subcellular specializations, and/or narrow windows during development. One such highly specialized and minute subcellular compartment is the neuromuscular junction (NMJ), where motorneurons contact muscle fibers. The electric Torpedo ray has evolved to expand the NMJ structure to the size of a large organ (electroplax organ), and we hypothesized that Torpedo electroplax proteins would be candidates for human ESTs expressed at the human NMJ. A total of 9719 primary electroplax cDNA clones were sequenced. We identified 44 human ORFs showing high (>63%) amino acid identity to Torpedo electroplax transcripts with enrichment for mRNA splicing motifs (SH2 and pre-mRNA splicing domains), an observation potentially important for the strict nuclear domains maintained by myonuclei underlying the NMJ. We generated antibodies against two uncharacterized human genes (C19orf29 [Drosophila cactin] and C15orf24) and showed that these were indeed expressed at the murine NMJ. Cactin, a member of the Rel transcription factor family in Drosophila, localized to the postsynaptic cytosol of the NMJ and nuclear membrane. C15orf24 protein localized to the murine postsynaptic sarcolemma. We show a novel approach towards identifying proteins expressed at a subcellular specialization using evolutionary diversity of organ function and cross-species mapping.	2011	Evolution and comparative genomics of subcellular specializations: EST sequencing of Torpedo electric organ.	21429463	C20orf4	AAR2	secondary_symbol
PMC4223495	10.1074/mcp.m113.037127	Histone deacetylases (HDACs) are targets for cancer therapy. Suberoylanilide hydroxamic acid (SAHA) is an HDAC inhibitor approved by the U.S. Food and Drug Administration for the treatment of cutaneous T-cell lymphoma. To obtain a better mechanistic understanding of the Sin3/HDAC complex in cancer, we extended its protein-protein interaction network and identified a mutually exclusive pair within the complex. We then assessed the effects of SAHA on the disruption of the complex network through six homologous baits. SAHA perturbs multiple protein interactions and therefore compromises the composition of large parts of the Sin3/HDAC network. A comparison of the effect of SAHA treatment on gene expression in breast cancer cells to a knockdown of the ING2 subunit indicated that a portion of the anticancer effects of SAHA may be attributed to the disruption of ING2's association with the complex. Our dynamic protein interaction network resource provides novel insights into the molecular mechanism of SAHA action and demonstrates the potential for drugs to rewire networks.	2014	Suberoylanilide hydroxamic acid (SAHA)-induced dynamics of a human histone deacetylase protein interaction network.	25073741	C20orf4	AAR2	secondary_symbol
PMC1892924	10.1073/pnas.0611008104	In mammals, growth hormone-releasing hormone (GHRH) is the most important neuroendocrine factor that stimulates the release of growth hormone (GH) from the anterior pituitary. In nonmammalian vertebrates, however, the previously named GHRH-like peptides were unable to demonstrate robust GH-releasing activities. In this article, we provide evidence that these GHRH-like peptides are homologues of mammalian PACAP-related peptides (PRP). Instead, GHRH peptides encoded in cDNAs isolated from goldfish, zebrafish, and African clawed frog were identified. Moreover, receptors specific for these GHRHs were characterized from goldfish and zebrafish. These GHRHs and GHRH receptors (GHRH-Rs) are phylogenetically and structurally more similar to their mammalian counterparts than the previously named GHRH-like peptides and GHRH-like receptors. Information regarding their chromosomal locations and organization of neighboring genes confirmed that they share the same origins as the mammalian genes. Functionally, the goldfish GHRH dose-dependently activates cAMP production in receptor-transfected CHO cells as well as GH release from goldfish pituitary cells. Tissue distribution studies showed that the goldfish GHRH is expressed almost exclusively in the brain, whereas the goldfish GHRH-R is actively expressed in brain and pituitary. Taken together, these results provide evidence for a previously uncharacterized GHRH-GHRH-R axis in nonmammalian vertebrates. Based on these data, a comprehensive evolutionary scheme for GHRH, PRP-PACAP, and PHI-VIP genes in relation to three rounds of genome duplication early on in vertebrate evolution is proposed. These GHRHs, also found in flounder, Fugu, medaka, stickleback, Tetraodon, and rainbow trout, provide research directions regarding the neuroendocrine control of growth in vertebrates.	2007	Discovery of growth hormone-releasing hormones and receptors in nonmammalian vertebrates.	17283332	C20orf4	AAR2	secondary_symbol
PMC4773048	10.1007/s11481-015-9645-6	Cannabinoid administration before and after simian immunodeficiency virus (SIV)-inoculation ameliorated disease progression and decreased inflammation in male rhesus macaques. Δ9-tetrahydrocannabinol (Δ9-THC) did not increase viral load in brain tissue or produce additive neuropsychological impairment in SIV-infected macaques. To determine if the neuroimmunomodulation of Δ9-THC involved differential microRNA (miR) expression, miR expression in the striatum of uninfected macaques receiving vehicle (VEH) or Δ9-THC (THC) and SIV-infected macaques administered either vehicle (VEH/SIV) or Δ9-THC (THC/SIV) was profiled using next generation deep sequencing. Among the 24 miRs that were differentially expressed among the four groups, 16 miRs were modulated by THC in the presence of SIV. These 16 miRs were classified into four categories and the biological processes enriched by the target genes determined. Our results indicate that Δ9-THC modulates miRs that regulate mRNAs of proteins involved in 1) neurotrophin signaling, 2) MAPK signaling, and 3) cell cycle and immune response thus promoting an overall neuroprotective environment in the striatum of SIV-infected macaques. This is also reflected by increased Brain Derived Neurotrophic Factor (BDNF) and decreased proinflammatory cytokine expression compared to the VEH/SIV group. Whether Δ9-THC-mediated modulation of epigenetic mechanisms provides neuroprotection in other regions of the brain and during chronic SIV-infection remains to be determined.	2016	Δ9-Tetrahydrocannabinol (Δ9-THC) Promotes Neuroimmune-Modulatory MicroRNA Profile in Striatum of Simian Immunodeficiency Virus (SIV)-Infected Macaques.	26607731	C20orf4	AAR2	secondary_symbol
PMC4860148	10.1002/mc.22385	The number of validated biomarkers of tobacco smoke exposure is limited, and none exist for tobacco-related cancer. Additional biomarkers for smoke, effects on cellular systems in vivo are needed to improve early detection of lung cancer, and to assist the Food and Drug Administration in regulating exposures to tobacco products. We assessed the effects of smoking on the gene expression using human cell cultures and blood from a cross-sectional study. We profiled global transcriptional changes in cultured smokers' peripheral blood mononuclear cells (PBMCs) treated with cigarette smoke condensate (CSC) in vitro (n = 7) and from well-characterized smokers' blood (n = 36). ANOVA with adjustment for covariates and Pearson correlation were used for statistical analysis in this study. CSC in vitro altered the expression of 1 178 genes (177 genes with > 1.5-fold-change) at P < 0.05. In vivo, PBMCs of heavy and light smokers differed for 614 genes (29 with > 1.5-fold-change) at P < 0.05 (309 remaining significant after adjustment for age, race, and gender). Forty-one genes were persistently altered both in vitro and in vivo, 22 having the same expression pattern reported for non-small cell lung cancer. Our data provides evidence that persistent alterations of gene expression in vitro and in vivo may relate to carcinogenic effects of cigarette smoke, and the identified genes may serve as potential biomarkers for cancer. The use of an in vitro model to corroborate results from human studies provides a novel way to understand human exposure and effect. © 2015 Wiley Periodicals, Inc.	2016	Persistent alterations of gene expression profiling of human peripheral blood mononuclear cells from smokers.	26294040	C20orf4	AAR2	secondary_symbol
