pmcid	doi	abstractText	pubYear	title	pmid	primary_symbol	secondary_symbol	type
PMC9279027	10.1155/2022/9332844	"<h4>Objective</h4>The hepatitis B virus (HBV) infection led to hepatitis, which was one of common reasons for hepatocellular carcinoma (HCC). The immune microenvironment alteration played a crucial role in this process. The study aimed to identify immune-related long noncoding RNAs (lncRNAs) in HBV-related HCC and explore potential mechanisms.<h4>Methods</h4>In total, 1,072 immune-related genes (IRGs) were enriched in different co-expression modules with weighted gene co-expression network analysis (WGCNA) combining the corresponding clinical features in HBV-related HCC. The immune-related lncRNAs were selected from the crucial co-expression model based on the correlation analysis with IRGs. The immune-related lncRNAs were furtherly used to construct prognostic signature by the Cox proportional hazards regression and Lasso regression. Furthermore, the proliferation and migration ability of lncRNA SNHG10 were verified in vitro.<h4>Results</h4>A total of nine co-expression modules were identified by WGCNA of which the ""red"" co-expression module was most correlated with various clinical characteristics. Additionally, the IRGs in this module were significantly enriched in multiple immune-related pathways. The twelve immune-related lncRNAs prognostic signature (HAND2-AS1, LINC00844, SNHG10, MALAT1, LINC00460, LBX2-AS1, MIR31HG, SEMA6A-AS1, LINC1278, LINC00514, CTBP-AS2, and LINC00205) was constructed. The risk score was an independent risk factor in HBV-related HCC and verified by principal components analysis (PCA), nomogram, and PCR between different cell lines. Moreover, the proportion of immune cells were significantly different between high-risk score group and low-risk score group. The malignant behavior of Hep3B was significantly different between si-lncRNA SNHG10 and control group.<h4>Conclusions</h4>The immune-related lncRNAs prognostic signature provided some potential biomarkers and molecular mechanisms in HBV-related HCC."	2022	Immune-Related lncRNAs with WGCNA Identified the Function of SNHG10 in HBV-Related Hepatocellular Carcinoma.	35847362	A1BG-AS1	NCRNA00181	primary_symbol
PMC9899407	10.1186/s12935-023-02865-2	MicroRNAs (miRNAs) as the members of non-coding RNAs family are involved in post-transcriptional regulation by translational inhibiting or mRNA degradation. They have a critical role in regulation of cell proliferation and migration. MiRNAs aberrations have been reported in various cancers. Considering the importance of these factors in regulation of cellular processes and their high stability in body fluids, these factors can be suggested as suitable non-invasive markers for the cancer diagnosis. MiR-216a deregulation has been frequently reported in different cancers. Therefore, in the present review we discussed the molecular mechanisms of the miR-216a during tumor progression. It has been reported that miR-216a mainly functioned as a tumor suppressor through the regulation of signaling pathways and transcription factors. This review paves the way to suggest the miR-216a as a probable therapeutic and diagnostic target in cancer patients.	2023	Molecular mechanisms of microRNA-216a during tumor progression.	36740668	A1BG-AS1	NCRNA00181	primary_symbol
PMC7814108	10.1016/j.ncrna.2020.12.003	"One of the complex themes in recent years has been the multi-layered regulation of TGFβ signaling in cancer cells. TGFβ/SMAD signaling pathway is a highly complicated web of proteins which work spatio-temporally to regulate multiple steps of carcinogenesis. TGFβ/SMAD has been shown to dualistically regulate cancer progression. Therefore, TGFβ/SMAD signaling behaves as a ""double-edged sword"" in molecular oncology. Accordingly, regulation of TGFβ/SMAD is multi-layered because of oncogenic and tumor suppressor long non-coding RNAs (LncRNAs). In this review, we have summarized most recent breakthroughs in our understanding related to regulation of TGFβ/SMAD signaling by lncRNAs. We have comprehensively analyzed how different lncRNAs positively and negatively regulate TGFβ/SMAD signaling in different cancers. We have gathered missing pieces of an incomplete jig-saw puzzle of lncRNA-interactome ranging from ""sponge effects"" of lncRNAs to mechanistic modulation of TGFβ/SMAD signaling by lncRNAs."	2021	Regulation of TGFβ/SMAD signaling by long non-coding RNAs in different cancers: Dark Knight in the Castle of molecular oncology.	33511320	A1BG-AS1	NCRNA00181	primary_symbol
PMC8195627	10.3389/fonc.2021.665388	<h4>Background</h4>Glucose transporter 1 (GLUT1) is encoded by the solute carrier family 2A1 (SLC2A1) gene and is one of the glucose transporters with the greatest affinity for glucose. Abnormal expression of GLUT1 is associated with a variety of cancers. However, the biological role of GLUT1 in esophageal carcinoma (ESCA) remains to be determined.<h4>Methods</h4>We analyzed the expression of GLUT1 in pan-cancer and ESCA as well as clinicopathological analysis through multiple databases. Use R and STRING to perform GO/KEGG function enrichment and PPI analysis for GLUT1 co-expression. TIMER and CIBERSORT were used to analyze the relationship between GLUT1 expression and immune infiltration in ESCA. The TCGA ESCA cohort was used to analyze the relationship between GLUT1 expression and m6A modification in ESCA, and to construct a regulatory network in line with the ceRNA hypothesis.<h4>Results</h4>GLUT1 is highly expressed in a variety of tumors including ESCA, and is closely related to histological types and histological grade. GO/KEGG functional enrichment analysis revealed that GLUT1 is closely related to structural constituent of cytoskeleton, intermediate filament binding, cell-cell adheres junction, epidermis development, and P53 signaling pathway. PPI shows that GLUT1 is closely related to TP53, GIPC1 and INS, and these three proteins all play an important role in tumor proliferation. CIBERSORT analysis showed that GLUT1 expression is related to the infiltration of multiple immune cells. When GLUT1 is highly expressed, the number of memory B cells decreases. ESCA cohort analysis found that GLUT1 expression was related to 7 m6A modifier genes. Six possible crRNA networks in ESCA were constructed by correlation analysis, and all these ceRNA networks contained GLUT1.<h4>Conclusion</h4>GLUT1 can be used as a biomarker for the diagnosis and treatment of ESCA, and is related to tumor immune infiltration, m6A modification and ceRNA network.	2021	Comprehensive Analysis of GLUT1 Immune Infiltrates and ceRNA Network in Human Esophageal Carcinoma.	34123828	A1BG-AS1	NCRNA00181	primary_symbol
PMC8669964	10.3389/fcell.2021.781285	There are many types of cancers. Although they share some hallmarks, such as proliferation and metastasis, they are still very different from many perspectives. They grow on different organ or tissues. Does each cancer have a unique gene expression pattern that makes it different from other cancer types? After the Cancer Genome Atlas (TCGA) project, there are more and more pan-cancer studies. Researchers want to get robust gene expression signature from pan-cancer patients. But there is large variance in cancer patients due to heterogeneity. To get robust results, the sample size will be too large to recruit. In this study, we tried another approach to get robust pan-cancer biomarkers by using the cell line data to reduce the variance. We applied several advanced computational methods to analyze the Cancer Cell Line Encyclopedia (CCLE) gene expression profiles which included 988 cell lines from 20 cancer types. Two feature selection methods, including Boruta, and max-relevance and min-redundancy methods, were applied to the cell line gene expression data one by one, generating a feature list. Such list was fed into incremental feature selection method, incorporating one classification algorithm, to extract biomarkers, construct optimal classifiers and decision rules. The optimal classifiers provided good performance, which can be useful tools to identify cell lines from different cancer types, whereas the biomarkers (e.g. NCKAP1, TNFRSF12A, LAMB2, FKBP9, PFN2, TOM1L1) and rules identified in this work may provide a meaningful and precise reference for differentiating multiple types of cancer and contribute to the personalized treatment of tumors.	2021	Identification of Pan-Cancer Biomarkers Based on the Gene Expression Profiles of Cancer Cell Lines.	34917619	A1BG-AS1	NCRNA00181	primary_symbol
PMC7648293	10.1186/s12967-020-02578-4	<h4>Background</h4>Accumulating evidence has demonstrated that immune-related lncRNAs (IRLs) are commonly aberrantly expressed in breast cancer (BC). Thus, we aimed to establish an IRL-based tool to improve prognosis prediction in BC patients.<h4>Methods</h4>We obtained IRL expression profiles in large BC cohorts (N = 911) from The Cancer Genome Atlas (TCGA) database. Then, in light of the correlation between each IRL and recurrence-free survival (RFS), we screened prognostic IRL signatures to construct a novel RFS nomogram via a Cox regression model. Subsequently, the performance of the IRL-based model was evaluated through discrimination, calibration ability, risk stratification ability and decision curve analysis (DCA).<h4>Results</h4>A total of 52 IRLs were obtained from TCGA. Based on multivariate Cox regression analyses, four IRLs (A1BG-AS1, AC004477.3, AC004585.1 and AC004854.2) and two risk parameters (tumor subtype and TNM stage) were utilized as independent indicators to develop a novel prognostic model. In terms of predictive accuracy, the IRL-based model was distinctly superior to the TNM staging system (AUC: 0.728 VS 0.673, P = 0.010). DCA indicated that our nomogram had favorable clinical practicability. In addition, risk stratification analysis showed that the IRL-based tool efficiently divided BC patients into high- and low-risk groups (P < 0.001).<h4>Conclusions</h4>A novel IRL-based model was constructed to predict the risk of 5-year RFS in BC. Our model can improve the predictive power of the TNM staging system and identify high-risk patients with tumor recurrence to implement more appropriate treatment strategies.	2020	Molecular characterization of breast cancer: a potential novel immune-related lncRNAs signature.	33160384	A1BG-AS1	NCRNA00181	primary_symbol
PMC8178833	10.1186/s12864-020-07289-0	<h4>Background</h4>The development of RNA sequencing (RNAseq) and the corresponding emergence of public datasets have created new avenues of transcriptional marker search. The long non-coding RNAs (lncRNAs) constitute an emerging class of transcripts with a potential for high tissue specificity and function. Therefore, we tested the biomarker potential of lncRNAs on Mesenchymal Stem Cells (MSCs), a complex type of adult multipotent stem cells of diverse tissue origins, that is frequently used in clinics but which is lacking extensive characterization.<h4>Results</h4>We developed a dedicated bioinformatics pipeline for the purpose of building a cell-specific catalogue of unannotated lncRNAs. The pipeline performs ab initio transcript identification, pseudoalignment and uses new methodologies such as a specific k-mer approach for naive quantification of expression in numerous RNAseq data. We next applied it on MSCs, and our pipeline was able to highlight novel lncRNAs with high cell specificity. Furthermore, with original and efficient approaches for functional prediction, we demonstrated that each candidate represents one specific state of MSCs biology.<h4>Conclusions</h4>We showed that our approach can be employed to harness lncRNAs as cell markers. More specifically, our results suggest different candidates as potential actors in MSCs biology and propose promising directions for future experimental investigations.	2021	Long non-coding RNA exploration for mesenchymal stem cell characterisation.	34088266	A1BG-AS1	NCRNA00181	primary_symbol
PMC8599203	10.1093/cid/ciab216	"Our goal was to identify genetic risk factors for severe otitis media (OM) in Aboriginal Australians. Illumina® Omni2.5 BeadChip and imputed data were compared between 21 children with severe OM (multiple episodes chronic suppurative OM and/or perforations or tympanic sclerosis) and 370 individuals without this phenotype, followed by FUnctional Mapping and Annotation (FUMA). Exome data filtered for common (EXaC_all ≥ 0.1) putative deleterious variants influencing protein coding (CADD-scaled scores ≥15] were used to compare 15 severe OM cases with 9 mild cases (single episode of acute OM recorded over ≥3 consecutive years). Rare (ExAC_all ≤ 0.01) such variants were filtered for those present only in severe OM. Enrichr was used to determine enrichment of genes contributing to pathways/processes relevant to OM. FUMA analysis identified 2 plausible genetic risk loci for severe OM: NR3C1 (Pimputed_1000G = 3.62 × 10-6) encoding the glucocorticoid receptor, and NREP (Pimputed_1000G = 3.67 × 10-6) encoding neuronal regeneration-related protein. Exome analysis showed: (i) association of severe OM with variants influencing protein coding (CADD-scaled ≥ 15) in a gene-set (GRXCR1, CDH23, LRP2, FAT4, ARSA, EYA4) enriched for Mammalian Phenotype Level 4 abnormal hair cell stereociliary bundle morphology and related phenotypes; (ii) rare variants influencing protein coding only seen in severe OM provided gene-sets enriched for ""abnormal ear"" (LMNA, CDH23, LRP2, MYO7A, FGFR1), integrin interactions, transforming growth factor signaling, and cell projection phenotypes including hair cell stereociliary bundles and cilium assembly. This study highlights interacting genes and pathways related to cilium structure and function that may contribute to extreme susceptibility to OM in Aboriginal Australian children."	2021	Common and Rare Genetic Variants That Could Contribute to Severe Otitis Media in an Australian Aboriginal Population. 	33693626	A1BG-AS1	NCRNA00181	primary_symbol
PMC8987357	10.3389/fcell.2022.853596	<b>Background:</b> Overexpression of solute carrier family 2 member 1 (SLC2A1) promotes glycolysis and proliferation and migration of various tumors. However, there are few comprehensive studies on SLC2A1 in colorectal cancer (CRC). <b>Methods:</b> Oncomine, The Cancer Genome Atlas (TCGA), and Gene Expression Omnibus (GEO) databases were used to analyze the expression of SLC2A1 in pan-cancer and CRC and analyzed the correlation between SLC2A1 expression and clinical characteristics of TCGA CRC samples. The expression level of SLC2A1 in CRC was certified by cell experiments and immunohistochemical staining analysis. The Genome Ontology (GO), Kyoto Encyclopedia of Genes and Genomes (KEGG), and Gene Set Enrichment Analysis (GSEA) analyses of SLC2A1 relative genes were completed by bioinformatics analysis. The correlation between SLC2A1 expression level and CRC immune infiltration cell was analyzed by Tumor IMmune Estimation Resource (TIMER), Gene Expression Profiling Interactive Analysis (GEPIA), and TCGA database. The correlation between SLC2A1 expression level and ferroptosis and m6A modification of CRC was analyzed by utilizing TCGA and GEO cohort. Finally, the possible competing endogenous RNA (ceRNA) networks involved in SLC2A1 in CRC are predicted and constructed through various databases. <b>Results:</b> SLC2A1 is highly expressed not only in CRC but also in many other tumors. ROC curve indicated that SLC2A1 had high predictive accuracy for the outcomes of tumor. The SLC2A1 expression in CRC was closely correlated with tumor stage and progression free interval (PFI). GO, KEGG, and GSEA analysis indicated that SLC2A1 relative genes were involved in multiple biological functions. The analysis of TIMER, GEPIA, and TCGA database indicated that the SLC2A1 mRNA expression was mainly positively associated with neutrophils. By the analysis of the TCGA and GEO cohort, we identified that the expression of SLC2A1 is closely associated to an m6A modification relative gene Insulin Like Growth Factor 2 MRNA Binding Protein 3 (IGF2BP3) and a ferroptosis relative gene Glutathione Peroxidase 4 (GPX4). <b>Conclusion:</b> SLC2A1 can be used as a biomarker of CRC, which is associated to immune infiltration, m6A modification, ferroptosis, and ceRNA regulatory network of CRC.	2022	SLC2A1 is a Diagnostic Biomarker Involved in Immune Infiltration of Colorectal Cancer and Associated With m6A Modification and ceRNA.	35399515	A1BG-AS1	NCRNA00181	primary_symbol
PMC7071826	10.7717/peerj.8758	<h4>Background</h4>Hepatocellular carcinoma (HCC) is an aggressive cancer with a poor prognosis and a high incidence. The molecular changes and novel biomarkers of HCC need to be identified to improve the diagnosis and prognosis of this disease. We investigated the current research concentrations of HCC and identified the transcriptomics-related biomarkers of HCC from The Cancer Genome Atlas (TGCA) database.<h4>Methods</h4>We investigated the current research concentrations of HCC using literature metrology analysis for studies conducted from 2008 to 2018. We identified long noncoding RNAs (lncRNAs) that correlated with the clinical features and survival prognoses of HCC from The Cancer Genome Atlas (TGCA) database. Differentially expressed genes (lncRNAs, miRNAs, and mRNAs) were also identified by TCGA datasets in HCC tumor tissues. A lncRNA competitive endogenous RNA (ceRNA) network was constructed from lncRNAs based on intersected lncRNAs. Survival times and the association between the expression levels of the key lncRNAs of the ceRNA network and the clinicopathological characteristics of HCC patients were analyzed using TCGA. Real-time polymerase chain reaction (qRT-PCR) was used to validate the reliability of the results in tissue samples from 20 newly-diagnosed HCC patients.<h4>Results</h4>Analysis of the literature pertaining to HCC research revealed that current research is focused on lncRNA functions in tumorigenesis and tumor development. A total of 128 HCC dysregulated lncRNAs were identified; 66 were included in the co-expressed ceRNA network. We analyzed survival times and the associations between the expression of 66 key lncRNAs and the clinicopathological features of the HCC patients identified from TCGA. Twenty-six lncRNAs were associated with clinical features of HCC (<i>P</i> < 0.05) and six key lncRNAs were associated with survival time (log-rank test <i>P</i> < 0.05). Six key lncRNAs were selected for the validation of their expression levels in 20 patients with newly diagnosed HCC using qRT-PCR. Consistent fold changes in the trends of up and down regulation between qRT-PCR validation and TCGA proved the reliability of our bioinformatics analysis.<h4>Conclusions</h4>We used integrative bioinformatics analysis of the TCGA datasets to improve our understanding of the regulatory mechanisms involved with the functional features of lncRNAs in HCC. The results revealed that lncRNAs are potential diagnostic and prognostic biomarkers of HCC.	2020	Integrative analysis of dysregulated lncRNA-associated ceRNA network reveals potential lncRNA biomarkers for human hepatocellular carcinoma.	32201648	A1BG-AS1	NCRNA00181	primary_symbol
PMC9027862	10.1186/s12967-022-03387-7	Pemphigus is an autoimmune skin disease. Ectopic lymphoid-like structures (ELSs) were found to be commonly present in the pemphigus lesions, presumably supporting in situ desmoglein (Dsg)-specific antibody production. Yet functional phenotypes and the regulators of Lymphoid aggregates in pemphigus lesions remain largely unknown. Herein, we used microarray technology to profile the gene expression in skin lesion infiltrating mononuclear cells (SIMC) from pemphigus patients. On top of that, we compared SIMC dataset to peripheral blood mononuclear cells (PBMC) dataset to characterize the unique role of SIMC. Functional enrichment results showed that mononuclear cells in skin lesions and peripheral blood both had over-represented IL-17 signaling pathways while neither was characterized by an activation of type I Interferon signaling pathways. Cell-type identification with relative subsets of known RNA transcripts (CIBERSORT) results showed that naïve natural killer cells (NK cells) were significantly more abundant in pemphigus lesions, and their relative abundance positively correlated with B cells abundance. Meanwhile, plasma cells population highly correlated with type 1 macrophages (M1) abundance. In addition, we also identified a lncRNA LINC01588 which might epigenetically regulate T helper 17 cells (Th17)/regulatory T cells (Treg) balance via the peroxisome proliferator-activated receptor (PPAR) signaling pathway. Here, we provide the first transcriptomic characterization of lesion infiltrating immune cells which illustrates a distinct interplay network between adaptive and innate immune cells. It helps discover new regulators of local immune response, which potentially will provide a novel path forward to further uncover pemphigus pathological mechanisms and develop targeted therapy.	2022	Transcriptomic profiling of pemphigus lesion infiltrating mononuclear cells reveals a distinct local immune microenvironment and novel lncRNA regulators.	35449056	A1BG-AS1	NCRNA00181	primary_symbol
PMC8176253	10.7150/jca.58097	Recent reports show that long noncoding RNA (lncRNA) FIRRE contributes to the proliferation, apoptosis resistance, and invasion of colorectal cancer and diffuse large B-cell lymphoma. However, the biological function of FIRRE in hepatocellular carcinoma (HCC) remains unknown. Here, we disclosed that the FIRRE level was frequently increased in HCC compared to nontumor tissues. Compared with normal liver cells, we also confirmed the upregulated level of FIRRE in HCC cells. Notably, the FIRRE high expression was related to malignant clinical features, including advanced TNM stage and tumor size ≥5 cm, and conferred to worse survival of HCC. Functionally, FIRRE knockdown repressed the proliferation and glycolysis of HCCLM3 cells. Overexpression of FIRRE strengthened Huh7 cell proliferation and glycolysis. Notably, FIRRE positively regulated the glycolic enzyme 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4 (PFKFB4) expression in HCC cells. PFKFB4 was highly expressed and positively associated with FIRRE level in HCC tissues. The upregulated expression of PFKFB4 was associated with high tumor grade and advanced TNM stage. TCGA data revealed that the PFKFB4 high expression indicated a poor prognosis of HCC. Mechanistically, modulating FIRRE level did not affect the stability of PFKFB4 mRNA. FIRRE was mainly distributed in HCC cells' nucleus and promoted PFKFB4 transcription and expression via cAMP-responsive element-binding protein (CREB). PFKFB4 could abolish the effects of FIRRE knockdown on HCC cell proliferation and glycolysis. To conclude, the highly expressed FIRRE facilitated HCC cell proliferation and glycolysis by enhancing CREB-mediated PFKFB4 transcription and expression.	2021	Long noncoding RNA FIRRE contributes to the proliferation and glycolysis of hepatocellular carcinoma cells by enhancing PFKFB4 expression.	34093813	A1BG-AS1	NCRNA00181	primary_symbol
PMC8582193	10.1186/s41065-021-00208-7	Hepatocellular carcinoma (HCC) is one of the leading causes of cancer-related death worldwide due to its high degree of malignancy, high incidence, and low survival rate. However, the underlying mechanisms of hepatocarcinogenesis remain unclear. Long non coding RNA (lncRNA) has been shown as a novel type of RNA. lncRNA by acting as ceRNA can participate in various biological processes of HCC cells, such as tumor cell proliferation, migration, invasion, apoptosis and drug resistance by regulating downstream target gene expression and cancer-related signaling pathways. Meanwhile, lncRNA can predict the efficacy of treatment strategies for HCC and serve as a potential target for the diagnosis and treatment of HCC. Therefore, lncRNA serving as ceRNA may become a vital candidate biomarker for clinical diagnosis and treatment. In this review, the epidemiology of HCC, including morbidity, mortality, regional distribution, risk factors, and current treatment advances, was briefly discussed, and some biological functions of lncRNA in HCC were summarized with emphasis on the molecular mechanism and clinical application of lncRNA-mediated ceRNA regulatory network in HCC. This paper can contribute to the better understanding of the mechanism of the influence of lncRNA-mediated ceRNA networks (ceRNETs) on HCC and provide directions and strategies for future studies.	2021	The role of ceRNA-mediated diagnosis and therapy in hepatocellular carcinoma.	34758879	A1BG-AS1	NCRNA00181	primary_symbol
PMC9273781	10.3389/fgene.2022.900380	<b>Background:</b> This study aimed to screen potential drugs targeting a new prognostic gene signature associated with proliferation in hepatocellular carcinoma (HCC). <b>Methods:</b> CRISPR Library and TCGA datasets were used to explore differentially expressed genes (DEGs) related to the proliferation of HCC cells. Differential gene expression analysis, univariate COX regression analysis, random forest algorithm and multiple combinatorial screening were used to construct a prognostic gene signature. Then the predictive power of the gene signature was validated in the TCGA and ICGC datasets. Furthermore, potential drugs targeting this gene signature were screened. <b>Results:</b> A total of 640 DEGs related to HCC proliferation were identified. Using univariate Cox analysis and random forest algorithm, 10 hub genes were screened. Subsequently, using multiplex combinatorial screening, five hub genes (FARSB, NOP58, CCT4, DHX37 and YARS) were identified. Taking the median risk score as a cutoff value, HCC patients were divided into high- and low-risk groups. Kaplan-Meier analysis performed in the training set showed that the overall survival of the high-risk group was worse than that of the low-risk group (<i>p</i> < 0.001). The ROC curve showed a good predictive efficiency of the risk score (AUC > 0.699). The risk score was related to gene mutation, cancer cell stemness and immune function changes. Prediction of immunotherapy suggetsted the IC50s of immune checkpoint inhibitors including A-443654, ABT-888, AG-014699, ATRA, AUY-922, and AZ-628 in the high-risk group were lower than those in the low-risk group, while the IC50s of AMG-706, A-770041, AICAR, AKT inhibitor VIII, Axitinib, and AZD-0530 in the high-risk group were higher than those in the low-risk group. Drug sensitivity analysis indicated that FARSB was positively correlated with Hydroxyurea, Vorinostat, Nelarabine, and Lomustine, while negatively correlated with JNJ-42756493. DHX37 was positively correlated with Raltitrexed, Cytarabine, Cisplatin, Tiotepa, and Triethylene Melamine. YARS was positively correlated with Axitinib, Fluphenazine and Megestrol acetate. NOP58 was positively correlated with Vorinostat and 6-thioguanine. CCT4 was positively correlated with Nerabine. <b>Conclusion:</b> The five-gene signature associated with proliferation can be used for survival prediction and risk stratification for HCC patients. Potential drugs targeting this gene signature deserve further attention in the treatment of HCC.	2022	Machine Learning Screens Potential Drugs Targeting a Prognostic Gene Signature Associated With Proliferation in Hepatocellular Carcinoma.	35836576	A1BG-AS1	NCRNA00181	primary_symbol
PMC7962432	10.1186/s40246-021-00316-5	<h4>Background</h4>In the novel coronavirus pandemic, the high infection rate and high mortality have seriously affected people's health and social order. To better explore the infection mechanism and treatment, the three-dimensional structure of human bronchus has been employed in a better in-depth study on severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2).<h4>Methods</h4>We downloaded a separate microarray from the Integrated Gene Expression System (GEO) on a human bronchial organoids sample to identify differentially expressed genes (DEGS) and analyzed it with R software. After processing with R software, Gene Ontology (GO) and Kyoto PBMCs of Genes and Genomes (KEGG) were analyzed, while a protein-protein interaction (PPI) network was constructed to show the interactions and influence relationships between these differential genes. Finally, the selected highly connected genes, which are called hub genes, were verified in CytoHubba plug-in.<h4>Results</h4>In this study, a total of 966 differentially expressed genes, including 490 upregulated genes and 476 downregulated genes were used. Analysis of GO and KEGG revealed that these differentially expressed genes were significantly enriched in pathways related to immune response and cytokines. We construct protein-protein interaction network and identify 10 hub genes, including IL6, MMP9, IL1B, CXCL8, ICAM1, FGF2, EGF, CXCL10, CCL2, CCL5, CXCL1, and FN1. Finally, with the help of GSE150728, we verified that CXCl1, CXCL8, CXCL10, CCL5, EGF differently expressed before and after SARS-CoV-2 infection in clinical patients.<h4>Conclusions</h4>In this study, we used mRNA expression data from GSE150819 to preliminarily confirm the feasibility of hBO as an in vitro model to further study the pathogenesis and potential treatment of COVID-19. Moreover, based on the mRNA differentiated expression of this model, we found that CXCL8, CXCL10, and EGF are hub genes in the process of SARS-COV-2 infection, and we emphasized their key roles in SARS-CoV-2 infection. And we also suggested that further study of these hub genes may be beneficial to treatment, prognostic prediction of COVID-19.	2021	Exploration and validation of related hub gene expression during SARS-CoV-2 infection of human bronchial organoids.	33726831	A1BG-AS1	NCRNA00181	primary_symbol
